obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
,324.45,20.07,26.3,12.41,0.35,19.31,0.18,1.5,1,41.79,-76.52,418.84
,324.45,20.07,26.3,12.41,0.36,29.65,0.11,1.47,1,41.79,-76.52,418.84
,324.45,20.07,26.3,12.41,0.35,12.4,0.24,1.64,1,41.79,-76.52,418.84
,374.98,20.2,27.69,13.78,0.39,5.65,0.45,1.63,1,40.53,-77.4,261.97
,374.98,20.2,27.69,13.78,0.38,19.86,0.23,1.46,1,40.53,-77.4,261.97
,374.98,20.2,27.69,13.78,0.39,17.75,0.22,1.46,1,40.53,-77.4,261.97
,353.34,18.34,24.3,12.62,0.39,102.76,0.05,1.35,1,41.33,-75.03,382.44
,431.36,18.32,26.39,12.47,0.39,102.76,0.05,1.35,1,41.33,-75.03,382.44
,431.36,18.32,26.39,12.47,0.37,43.94,0.09,1.41,1,41.33,-75.03,382.44
29.12,400.96,18.38,26.91,15.07,0.41,109.76,0.22,1.43,1,40.92,-75.71,380.98
29.12,400.96,18.38,26.91,15.07,0.34,29.33,0.21,1.58,1,40.92,-75.71,380.98
29.12,413.51,19.14,24.04,10.68,0.38,14.59,0.28,1.52,1,40.92,-75.71,380.98
,400.96,18.38,26.91,15.07,0.33,17.82,0.2,1.58,1,41.06,-75.34,377.9
,408.19,18.22,27.65,12.79,0.34,28.35,0.13,1.52,1,41.06,-75.34,377.9
,380.63,19.07,23.66,10.87,0.41,18.35,0.23,1.41,1,41.06,-75.34,377.9
29.12,400.96,18.38,26.91,15.07,0.35,27.11,0.16,1.51,1,40.75,-75.31,171.55
29.12,400.96,18.38,26.91,15.07,0.4,9.52,0.28,1.51,1,40.75,-75.31,171.55
29.12,400.96,18.38,26.91,15.07,0.4,9.52,0.28,1.51,1,40.75,-75.31,171.55
,357.84,19.17,25.65,14.19,0.35,20.29,0.17,1.55,1,41.52,-76.02,388.12
,399.12,19.16,23.76,11.62,0.34,28.35,0.13,1.52,1,41.52,-76.02,388.12
,399.12,19.16,23.76,11.62,0.35,12.4,0.24,1.64,1,41.52,-76.02,388.12
28,337.9,20.16,22.23,12.27,0.35,19.31,0.18,1.5,1,41.45,-76.51,545
28,337.9,20.16,22.23,12.27,0.36,34.31,0.17,1.45,1,41.45,-76.51,545
28,337.9,20.16,22.23,12.27,0.36,22.21,0.19,1.54,1,41.45,-76.51,545
25.98,337.9,20.16,22.23,12.27,0.33,19.55,0.21,1.6,1,41.05,-76.41,297.7
25.98,419.66,19.76,26.79,14.04,0.33,19.55,0.21,1.6,1,41.05,-76.41,297.7
25.98,419.66,19.76,26.79,14.04,0.35,14.01,0.22,1.6,1,41.05,-76.41,297.7
,372.48,20.26,26.68,14.18,0.4,7.76,0.36,1.55,1,41.03,-76.66,214.58
,372.48,20.26,26.68,14.18,0.41,18.62,0.24,1.4,1,41.03,-76.66,214.58
,372.48,20.26,26.68,14.18,0.35,9.35,0.26,1.7,1,41.03,-76.66,214.58
,419.66,19.76,26.79,14.04,0.38,14.59,0.28,1.52,1,40.77,-77.07,255.99
,419.66,19.76,26.79,14.04,0.34,15.53,0.26,1.58,1,40.77,-77.07,255.99
,419.66,19.76,26.79,14.04,0.36,17.85,0.21,1.44,1,40.77,-77.07,255.99
24.64,454.05,19.07,27.13,15.3,0.35,27.11,0.16,1.51,1,40.42,-75.93,168.34
24.64,454.05,19.07,27.13,15.3,0.38,11.35,0.29,1.58,1,40.42,-75.93,168.34
24.64,412.18,19.33,28.28,14.99,0.35,27.11,0.16,1.51,1,40.42,-75.93,168.34
,412.18,19.33,28.28,14.99,0.34,20.91,0.16,1.5,1,40.37,-76.46,184.43
,412.18,19.33,28.28,14.99,0.38,11.35,0.29,1.58,1,40.37,-76.46,184.43
,412.18,19.33,28.28,14.99,0.37,23.29,0.37,1.6,1,40.37,-76.46,184.43
25.76,416.07,20.37,27.04,12.47,0.39,32.73,0.13,1.37,1,41.34,-77.06,395.9
25.76,372.48,20.26,26.68,14.18,0.36,12.04,0.29,1.61,1,41.34,-77.06,395.9
25.76,372.48,20.26,26.68,14.18,0.39,32.73,0.13,1.37,1,41.34,-77.06,395.9
,419.66,19.76,26.79,14.04,0.38,14.59,0.28,1.52,1,40.96,-77.06,288.57
,419.66,19.76,26.79,14.04,0.38,6.52,0.35,1.63,1,40.96,-77.06,288.57
,419.66,19.76,26.79,14.04,0.4,7.76,0.36,1.55,1,40.96,-77.06,288.57
,357.84,19.17,25.65,14.19,0.33,19.35,0.15,1.66,1,41.44,-75.61,445.16
,357.84,19.17,25.65,14.19,0.35,20.29,0.17,1.55,1,41.44,-75.61,445.16
,445.01,19.17,22.89,10.16,0.33,19.35,0.15,1.66,1,41.44,-75.61,445.16
24.42,413.51,19.14,24.04,10.68,0.41,20.06,0.25,1.35,1,41.18,-75.99,385.83
24.42,357.84,19.17,25.65,14.19,0.35,19.31,0.18,1.5,1,41.18,-75.99,385.83
24.42,357.84,19.17,25.65,14.19,0.36,22.21,0.19,1.54,1,41.18,-75.99,385.83
,256.76,20.78,26.95,14.24,0.39,11.33,0.2,1.54,1,39.58,-75.94,51.48
,256.76,20.78,26.95,14.24,0.37,6.27,0.21,1.64,1,39.58,-75.94,51.48
,338.56,20.39,27.58,14.28,0.4,11.12,0.25,1.47,1,39.58,-75.94,51.48
,330.02,20.73,26.89,15.11,0.4,26.6,0.18,1.47,1,39.26,-76.03,13.65
,330.02,20.73,26.89,15.11,0.44,20.25,0.21,1.39,1,39.26,-76.03,13.65
,330.02,20.73,26.89,15.11,0.44,20.25,0.21,1.39,1,39.26,-76.03,13.65
,296.29,21.29,27.32,15.27,0.38,9.28,0.2,1.62,1,38.78,-76.09,8.32
,296.29,21.29,27.32,15.27,0.4,7.46,0.27,1.54,1,38.78,-76.09,8.32
,296.29,21.29,27.32,15.27,0.34,24.79,0.17,1.69,1,38.78,-76.09,8.32
,308.9,21.8,26.8,14.74,0.35,17.16,0.15,1.61,1,38.5,-77.03,27.31
,308.9,21.8,26.8,14.74,0.35,7.53,0.19,1.65,1,38.5,-77.03,27.31
,346.23,21.81,26.8,14.96,0.35,17.16,0.15,1.61,1,38.5,-77.03,27.31
14,330.02,20.73,26.89,15.11,0.44,22.84,0.2,1.38,1,39.56,-76.32,93.07
14,338.56,20.39,27.58,14.28,0.38,14.99,0.2,1.51,1,39.56,-76.32,93.07
14,338.56,20.39,27.58,14.28,0.44,22.84,0.2,1.38,1,39.56,-76.32,93.07
,330.02,20.73,26.89,15.11,0.38,27,0.12,1.39,1,39.07,-76.01,14.25
,330.02,20.73,26.89,15.11,0.39,56,0.09,1.47,1,39.07,-76.01,14.25
,330.02,20.73,26.89,15.11,0.39,56,0.09,1.47,1,39.07,-76.01,14.25
15.05,295.42,20.89,26.76,13.8,0.43,21,0.23,1.31,1,39.6,-77.81,194.2
15.05,295.42,20.89,26.76,13.8,0.43,13,0.25,1.37,1,39.6,-77.81,194.2
15.05,295.42,20.89,26.76,13.8,0.43,14,0.26,1.36,1,39.6,-77.81,194.2
,346.23,21.81,26.8,14.96,0.38,15.74,0.24,1.57,1,38.55,-76.57,24.56
,346.23,21.81,26.8,14.96,0.36,65.4,0.1,1.61,1,38.55,-76.57,24.56
,291.71,21.7,27.14,15.04,0.38,15.74,0.24,1.57,1,38.55,-76.57,24.56
20.97,298.24,21.13,27.68,14.9,0.37,11.02,0.18,1.53,1,39.47,-77.4,183.86
20.97,298.24,21.13,27.68,14.9,0.41,15,0.21,1.39,1,39.47,-77.4,183.86
20.97,298.24,21.13,27.68,14.9,0.44,21,0.23,1.31,1,39.47,-77.4,183.86
,329.09,20.82,27.32,14.47,0.37,9,0.24,1.56,1,39.56,-77.02,198.82
,329.09,20.82,27.32,14.47,0.4,11.12,0.25,1.47,1,39.56,-77.02,198.82
,329.09,20.82,27.32,14.47,0.37,11.02,0.18,1.53,1,39.56,-77.02,198.82
,308.94,21.11,27.03,13.01,0.36,17.65,0.24,1.62,1,39.25,-76.93,135.8
,308.94,21.11,27.03,13.01,0.35,14.66,0.14,1.55,1,39.25,-76.93,135.8
,308.94,21.11,27.03,13.01,0.39,35.55,0.14,1.45,1,39.25,-76.93,135.8
,294.7,21.03,27.21,15.85,0.36,269.92,0.04,1.57,1,38.37,-75.62,9.29
,294.7,21.03,27.21,15.85,0.3,34.44,0.07,1.81,1,38.37,-75.62,9.29
,294.7,21.03,27.21,15.85,0.35,80.14,0.06,1.64,1,38.37,-75.62,9.29
22.29,302.01,21.23,26.78,14.65,0.43,85,0.12,1.29,1,38.22,-75.36,6.69
22.29,302.01,21.23,26.78,14.65,0.43,15,0.22,1.41,1,38.22,-75.36,6.69
22.29,302.01,21.23,26.78,14.65,0.44,94,0.12,1.26,1,38.22,-75.36,6.69
,284.17,20.98,27.45,14,0.35,8.51,0.19,1.64,1,38.13,-75.73,3.05
,284.17,20.98,27.45,14,0.33,11.66,0.19,1.65,1,38.13,-75.73,3.05
,284.17,20.98,27.45,14,0.36,8.89,0.19,1.58,1,38.13,-75.73,3.05
,298.12,21.02,27.63,13.17,0.39,18.4,0.16,1.42,1,39.62,-78.7,380.34
,298.12,21.02,27.63,13.17,0.39,27,0.14,1.36,1,39.62,-78.7,380.34
,298.12,21.02,27.63,13.17,0.39,51.47,0.11,1.47,1,39.62,-78.7,380.34
14.28,298.12,21.02,27.63,13.17,0.4,7.61,0.26,1.51,1,39.53,-79.27,750.32
14.28,298.12,21.02,27.63,13.17,0.42,40,0.15,1.26,1,39.53,-79.27,750.32
14.28,369.36,21.46,23.35,9.62,0.4,7.61,0.26,1.51,1,39.53,-79.27,750.32
,296.29,21.29,27.32,15.27,0.34,24.79,0.17,1.69,1,38.87,-75.83,13.4
,296.29,21.29,27.32,15.27,0.33,11.41,0.19,1.76,1,38.87,-75.83,13.4
,296.29,21.29,27.32,15.27,0.35,43.85,0.09,1.61,1,38.87,-75.83,13.4
16.8,359.34,20.9,27.94,15.5,0.4,11.12,0.25,1.47,1,39.47,-76.64,129.7
16.8,329.09,20.82,27.32,14.47,0.4,9.35,0.26,1.48,1,39.47,-76.64,129.7
16.8,329.09,20.82,27.32,14.47,0.4,11.12,0.25,1.47,1,39.47,-76.64,129.7
20.22,301.3,21.26,26.79,15,0.39,26.35,0.2,1.52,1,39.01,-76.61,26.58
20.22,291.71,21.7,27.14,15.04,0.35,17.76,0.15,1.64,1,39.01,-76.61,26.58
20.22,291.71,21.7,27.14,15.04,0.35,13.88,0.17,1.64,1,39.01,-76.61,26.58
,301.91,21.35,26.99,14.51,0.36,8,0.18,1.56,1,39.14,-77.2,123.37
,301.91,21.35,26.99,14.51,0.4,25,0.15,1.36,1,39.14,-77.2,123.37
,301.91,21.35,26.99,14.51,0.42,23,0.2,1.31,1,39.14,-77.2,123.37
15.96,291.71,21.7,27.14,15.04,0.28,4.06,0.15,1.96,1,38.83,-76.85,44.67
15.96,291.71,21.7,27.14,15.04,0.35,17.76,0.15,1.64,1,38.83,-76.85,44.67
15.96,291.71,21.7,27.14,15.04,0.39,26.35,0.2,1.52,1,38.83,-76.85,44.67
,290.19,20.68,27.15,14.59,0.34,44.19,0.11,1.55,1,38.66,-75.4,9.79
,290.19,20.68,27.15,14.59,0.36,269.92,0.04,1.57,1,38.66,-75.4,9.79
,290.19,20.68,27.15,14.59,0.35,77.4,0.06,1.64,1,38.66,-75.4,9.79
21.95,267.13,20.71,27.27,14.6,0.35,43.85,0.09,1.61,1,39.58,-75.64,26.18
21.95,267.13,20.71,27.27,14.6,0.36,8.75,0.18,1.62,1,39.58,-75.64,26.18
21.95,267.13,20.71,27.27,14.6,0.37,6.27,0.21,1.64,1,39.58,-75.64,26.18
24.95,326.65,20.66,27.19,15.69,0.35,11.96,0.2,1.57,1,39.09,-75.57,11.8
24.95,326.65,20.66,27.19,15.69,0.34,24.79,0.17,1.69,1,39.09,-75.57,11.8
24.95,326.65,20.66,27.19,15.69,0.34,11.42,0.18,1.69,1,39.09,-75.57,11.8
,365.75,22.51,26.79,12.12,0.39,22.78,0.29,1.4,1,39.18,-81.06,290.09
,365.75,22.51,26.79,12.12,0.38,1.06,0.47,1.76,1,39.18,-81.06,290.09
,344,22.12,25.84,13.78,0.38,1.06,0.45,1.76,1,39.18,-81.06,290.09
10.98,332.44,20.95,25.59,12.51,0.37,16.82,0.22,1.55,1,39.63,-80.05,399.49
10.98,332.44,20.95,25.59,12.51,0.42,15.69,0.33,1.42,1,39.63,-80.05,399.49
10.98,332.44,20.95,25.59,12.51,0.4,17.56,0.25,1.46,1,39.63,-80.05,399.49
16.2,421.16,21.5,25.26,11.38,0.39,26.25,0.16,1.41,1,39.47,-79.67,625.12
16.2,421.16,21.5,25.26,11.38,0.39,15.66,0.27,1.43,1,39.47,-79.67,625.12
16.2,421.16,21.5,25.26,11.38,0.27,8.61,0.27,1.93,1,39.47,-79.67,625.12
,317.49,21.01,26.82,12.32,0.41,17.75,0.21,1.4,1,39.86,-80.66,342.52
,317.49,21.01,26.82,12.32,0.39,17.61,0.24,1.41,1,39.86,-80.66,342.52
,317.49,21.01,26.82,12.32,0.37,12.02,0.24,1.6,1,39.86,-80.66,342.52
,317.49,21.01,26.82,12.32,0.4,16.09,0.27,1.42,1,40.1,-80.62,330.47
,318.72,20.46,27.34,12.52,0.37,8.09,0.29,1.65,1,40.1,-80.62,330.47
,318.72,20.46,27.34,12.52,0.4,16.09,0.27,1.42,1,40.1,-80.62,330.47
11.98,270.21,22.93,23.65,10.2,0.42,15.88,0.25,1.41,1,38.33,-80.01,980.06
11.98,270.21,22.93,23.65,10.2,0.41,101.65,0.1,1.36,1,38.33,-80.01,980.06
11.98,345.96,22.94,24.89,10.08,0.41,7,0.32,1.51,1,38.33,-80.01,980.06
10.78,323.76,21.12,26.2,13.04,0.4,76.8,0.12,1.42,1,39.56,-78.26,270.74
10.78,323.76,21.12,26.2,13.04,0.43,21.75,0.26,1.36,1,39.56,-78.26,270.74
10.78,323.76,21.12,26.2,13.04,0.4,16.45,0.25,1.45,1,39.56,-78.26,270.74
11.48,319.14,22.25,26.58,14.28,0.42,23.59,0.24,1.4,1,39.21,-81.52,238.71
11.48,319.14,22.25,26.58,14.28,0.43,19.18,0.27,1.41,1,39.21,-81.52,238.71
11.48,319.14,22.25,26.58,14.28,0.44,18.55,0.31,1.36,1,39.21,-81.52,238.71
,312.23,21.13,26.56,13.56,0.41,20.69,0.27,1.41,1,39.46,-78.03,197.35
,312.23,21.13,26.56,13.56,0.4,10.52,0.35,1.54,1,39.46,-78.03,197.35
,274.76,20.99,26.69,12.9,0.4,10.52,0.35,1.54,1,39.46,-78.03,197.35
,393.19,22.74,26.65,11.82,0.41,102.24,0.12,1.36,1,38.49,-80.42,742.8
,393.19,22.74,26.65,11.82,0.38,21.6,0.19,1.42,1,38.49,-80.42,742.8
,393.19,22.74,26.65,11.82,0.36,19.32,0.18,1.39,1,38.49,-80.42,742.8
14,423.44,23.59,24.2,11.75,0.37,35.88,0.17,1.45,1,38.29,-80.8,631.56
14,423.44,23.59,24.2,11.75,0.39,23.6,0.18,1.36,1,38.29,-80.8,631.56
14,423.44,23.59,24.2,11.75,0.37,23.34,0.18,1.39,1,38.29,-80.8,631.56
10.38,295.51,23.31,25.67,11.47,0.39,13.39,0.32,1.56,1,37.95,-80.45,801.74
10.38,295.51,23.31,25.67,11.47,0.36,8,0.31,1.63,1,37.95,-80.45,801.74
10.38,295.51,23.31,25.67,11.47,0.42,89.2,0.16,1.31,1,37.95,-80.45,801.74
,328.12,23.71,26.69,14.57,0.39,25.47,0.19,1.41,1,38.15,-82.43,263.96
,328.12,23.71,26.69,14.57,0.4,63.76,0.14,1.4,1,38.15,-82.43,263.96
,328.12,23.71,26.69,14.57,0.42,13.52,0.29,1.44,1,38.15,-82.43,263.96
,254.54,21.02,27.16,11.92,0.42,35.51,0.25,1.41,1,39.41,-78.94,394.8
,254.54,21.02,27.16,11.92,0.4,16.88,0.24,1.45,1,39.41,-78.94,394.8
,254.54,21.02,27.16,11.92,0.42,10.18,0.39,1.51,1,39.41,-78.94,394.8
11.2,254.54,21.02,27.16,11.92,0.42,45.6,0.21,1.4,1,39.32,-78.61,373.27
11.2,254.54,21.02,27.16,11.92,0.43,19.96,0.27,1.36,1,39.32,-78.61,373.27
11.2,254.54,21.02,27.16,11.92,0.39,34.06,0.14,1.36,1,39.32,-78.61,373.27
22.62,351.25,22.42,26.97,11.68,0.4,14.21,0.26,1.47,1,39.02,-81.38,262.02
22.62,351.25,22.42,26.97,11.68,0.43,17.92,0.31,1.41,1,39.02,-81.38,262.02
22.62,344,22.12,25.84,13.78,0.4,14.21,0.26,1.47,1,39.02,-81.38,262.02
10.08,360.42,23.12,26.58,12.19,0.4,13.81,0.31,1.34,1,38.71,-81.35,288.54
10.08,360.42,23.12,26.58,12.19,0.41,9.26,0.31,1.53,1,38.71,-81.35,288.54
10.08,360.42,23.12,26.58,12.19,0.38,3.29,0.4,1.65,1,38.71,-81.35,288.54
,378.04,23.74,27.32,12.7,0.41,23.53,0.21,1.36,1,38.18,-82.07,281.05
,378.04,23.74,27.32,12.7,0.37,62,0.07,1.42,1,38.18,-82.07,281.05
,378.04,23.74,27.32,12.7,0.41,21,0.22,1.36,1,38.18,-82.07,281.05
,312.07,23.21,25.87,12.73,0.39,30.88,0.18,1.45,1,37.66,-80.86,665.09
,312.07,23.21,25.87,12.73,0.44,52.53,0.28,1.36,1,37.66,-80.86,665.09
,312.07,23.21,25.87,12.73,0.39,14.27,0.23,1.52,1,37.66,-80.86,665.09
12.02,402.16,22.02,25.62,11.26,0.4,26.73,0.25,1.47,1,39.13,-80,515.98
12.02,402.16,22.02,25.62,11.26,0.39,14.25,0.27,1.43,1,39.13,-80,515.98
12.02,421.16,21.5,25.26,11.38,0.39,14.25,0.27,1.43,1,39.13,-80,515.98
21.91,421.16,21.5,25.26,11.38,0.39,63.89,0.12,1.37,1,39.11,-79.56,850.36
21.91,421.16,21.5,25.26,11.38,0.36,14.66,0.22,1.56,1,39.11,-79.56,850.36
21.91,421.16,21.5,25.26,11.38,0.36,36.32,0.12,1.46,1,39.11,-79.56,850.36
,393.81,23.49,24.77,11.75,0.37,12.49,0.29,1.55,1,38.03,-81.08,606.02
,423.44,23.59,24.2,11.75,0.37,12.85,0.29,1.55,1,38.03,-81.08,606.02
,423.44,23.59,24.2,11.75,0.37,12.49,0.29,1.55,1,38.03,-81.08,606.02
,329.85,23.64,24.54,10.6,0.38,39.28,0.13,1.39,1,37.77,-81.25,697.56
,329.85,23.64,24.54,10.6,0.37,12.85,0.29,1.55,1,37.77,-81.25,697.56
,329.85,23.64,24.54,10.6,0.39,29.58,0.2,1.4,1,37.77,-81.25,697.56
,374.76,23.54,26.38,12.48,0.4,19.89,0.2,1.4,1,37.61,-81.55,587.78
,374.76,23.54,26.38,12.48,0.32,99.18,0.1,1.65,1,37.61,-81.55,587.78
,374.76,23.54,26.38,12.48,0.39,13.88,0.34,1.45,1,37.61,-81.55,587.78
16.76,299.98,23.03,24.99,11.03,0.37,43.93,0.21,1.55,1,37.56,-80.55,704.28
16.76,299.98,23.03,24.99,11.03,0.39,13.39,0.32,1.56,1,37.56,-80.55,704.28
16.76,299.98,23.03,24.99,11.03,0.43,21.05,0.29,1.36,1,37.56,-80.55,704.28
10.3,312.07,23.21,25.87,12.73,0.39,14.27,0.23,1.52,1,37.41,-81.11,761.8
10.3,327.55,23.19,23.46,13.59,0.35,7.12,0.39,1.75,1,37.41,-81.11,761.8
10.3,327.55,23.19,23.46,13.59,0.42,14.71,0.31,1.42,1,37.41,-81.11,761.8
20.5,378.04,23.74,27.32,12.7,0.41,20.06,0.23,1.41,1,38.42,-82.24,231.41
20.5,378.04,23.74,27.32,12.7,0.4,18.59,0.23,1.43,1,38.42,-82.24,231.41
20.5,378.04,23.74,27.32,12.7,0.38,19.74,0.17,1.47,1,38.42,-82.24,231.41
19.56,329.65,23.67,26.97,13.6,0.43,19.12,0.3,1.4,1,38.51,-81.91,243.72
19.56,329.65,23.67,26.97,13.6,0.43,19.12,0.28,1.36,1,38.51,-81.91,243.72
19.56,329.65,23.67,26.97,13.6,0.4,13.6,0.26,1.52,1,38.51,-81.91,243.72
10.15,346.54,24.17,26.89,14.14,0.39,18.01,0.24,1.37,1,38.34,-81.53,316.37
10.15,377.65,23.81,27.34,13.13,0.4,46.88,0.18,1.44,1,38.34,-81.53,316.37
10.15,329.65,23.67,26.97,13.6,0.39,18.01,0.24,1.37,1,38.34,-81.53,316.37
,377.65,23.81,27.34,13.13,0.41,17.35,0.24,1.4,1,38.02,-81.71,418.8
,377.65,23.81,27.34,13.13,0.4,19.54,0.21,1.4,1,38.02,-81.71,418.8
,377.65,23.81,27.34,13.13,0.39,20,0.19,1.44,1,38.02,-81.71,418.8
10.08,342.67,23.26,27.63,13.08,0.42,18.54,0.26,1.41,1,38.83,-81.67,245.7
10.08,342.67,23.26,27.63,13.08,0.37,2.22,0.46,1.77,1,38.83,-81.67,245.7
10.08,342.67,23.26,27.63,13.08,0.37,5.28,0.35,1.65,1,38.83,-81.67,245.7
13.16,307.72,23.5,26.75,13.29,0.43,22.65,0.25,1.36,1,38.77,-82.03,220.78
13.16,307.72,23.5,26.75,13.29,0.4,12.42,0.25,1.53,1,38.77,-82.03,220.78
13.16,307.72,23.5,26.75,13.29,0.38,8.18,0.26,1.68,1,38.77,-82.03,220.78
14.56,298.5,21.74,27.43,12.68,0.41,20.65,0.22,1.4,1,39.11,-79.2,637.42
14.56,298.5,21.74,27.43,12.68,0.43,25.16,0.24,1.36,1,39.11,-79.2,637.42
14.56,298.5,21.74,27.43,12.68,0.39,18.33,0.21,1.51,1,39.11,-79.2,637.42
16.02,298.5,21.74,27.43,12.68,0.41,20.65,0.22,1.4,1,39.01,-78.86,532.45
16.02,298.5,21.74,27.43,12.68,0.43,24.72,0.23,1.36,1,39.01,-78.86,532.45
16.02,298.5,21.74,27.43,12.68,0.41,109.76,0.12,1.37,1,39.01,-78.86,532.45
,402.16,22.02,25.62,11.26,0.41,16.06,0.25,1.41,1,38.77,-79.88,902.73
,402.16,22.02,25.62,11.26,0.39,20.52,0.17,1.44,1,38.77,-79.88,902.73
,402.16,22.02,25.62,11.26,0.38,66.53,0.11,1.48,1,38.77,-79.88,902.73
17.05,402.16,22.02,25.62,11.26,0.37,11.52,0.24,1.54,1,38.9,-80.23,554.23
17.05,402.16,22.02,25.62,11.26,0.4,17.22,0.25,1.43,1,38.9,-80.23,554.23
17.05,402.16,22.02,25.62,11.26,0.4,16.54,0.23,1.45,1,38.9,-80.23,554.23
,301.03,21.53,23.69,13.51,0.36,6.95,0.41,1.72,1,39.31,-77.86,159.65
,274.76,20.99,26.69,12.9,0.36,6.95,0.41,1.72,1,39.31,-77.86,159.65
,274.76,20.99,26.69,12.9,0.41,21.47,0.24,1.4,1,39.31,-77.86,159.65
,388.71,23.03,26.93,12.71,0.38,14.05,0.26,1.4,1,38.7,-80.72,367.79
,388.71,23.03,26.93,12.71,0.38,23.38,0.2,1.46,1,38.7,-80.72,367.79
,388.71,23.03,26.93,12.71,0.35,4.18,0.44,1.8,1,38.7,-80.72,367.79
,388.71,23.03,26.93,12.71,0.4,13.59,0.31,1.31,1,38.46,-81.08,362.14
,388.71,23.03,26.93,12.71,0.38,25.71,0.2,1.47,1,38.46,-81.08,362.14
,423.44,23.59,24.2,11.75,0.4,13.59,0.31,1.31,1,38.46,-81.08,362.14
10.75,365.75,22.51,26.79,12.12,0.41,16.59,0.23,1.41,1,38.92,-80.86,310.07
10.75,365.75,22.51,26.79,12.12,0.38,21.28,0.21,1.43,1,38.92,-80.86,310.07
10.75,365.75,22.51,26.79,12.12,0.38,22.54,0.19,1.46,1,38.92,-80.86,310.07
17.86,375.33,21.31,25.33,12.54,0.37,16.82,0.22,1.55,1,39.51,-80.24,371.15
17.86,375.33,21.31,25.33,12.54,0.42,15.69,0.33,1.42,1,39.51,-80.24,371.15
17.86,375.33,21.31,25.33,12.54,0.37,7.18,0.28,1.64,1,39.51,-80.24,371.15
11.51,351.25,22.42,26.97,11.68,0.39,15.81,0.25,1.47,1,38.84,-81.12,299.75
11.51,342.25,22.65,26.89,12.35,0.4,9.18,0.32,1.55,1,38.84,-81.12,299.75
11.51,342.25,22.65,26.89,12.35,0.38,3.29,0.4,1.65,1,38.84,-81.12,299.75
,375.33,21.31,25.33,12.54,0.38,15.53,0.26,1.44,1,39.34,-80.05,410.22
,375.33,21.31,25.33,12.54,0.41,17.24,0.35,1.45,1,39.34,-80.05,410.22
,332.44,20.95,25.59,12.51,0.36,21.12,0.16,1.53,1,39.34,-80.05,410.22
13.44,344,22.12,25.84,13.78,0.42,23.59,0.24,1.4,1,39.37,-81.16,266.27
13.44,344,22.12,25.84,13.78,0.41,18.61,0.22,1.39,1,39.37,-81.16,266.27
13.44,344,22.12,25.84,13.78,0.43,26.74,0.23,1.38,1,39.37,-81.16,266.27
,353.67,21.41,25.99,12.14,0.37,15.91,0.25,1.45,1,39.47,-80.88,286.02
,353.67,21.41,25.99,12.14,0.38,21.32,0.19,1.53,1,39.47,-80.88,286.02
,406.43,21.9,25.8,11.61,0.38,11.6,0.25,1.56,1,39.47,-80.88,286.02
18.07,425.52,21.86,26.65,11.67,0.4,16.71,0.25,1.42,1,39,-80.5,370.63
18.07,425.52,21.86,26.65,11.67,0.27,5.81,0.28,1.97,1,39,-80.5,370.63
18.07,425.52,21.86,26.65,11.67,0.35,3.44,0.37,1.77,1,39,-80.5,370.63
,318.72,20.46,27.34,12.52,0.42,24.76,0.23,1.4,1,40.27,-80.58,310.58
,318.72,20.46,27.34,12.52,0.39,22.79,0.25,1.43,1,40.27,-80.58,310.58
,318.72,20.46,27.34,12.52,0.4,16.09,0.27,1.42,1,40.27,-80.58,310.58
,318.72,20.46,27.34,12.52,0.39,12.61,0.26,1.55,1,40.52,-80.57,314.48
,318.72,20.46,27.34,12.52,0.34,25.45,0.15,1.5,1,40.52,-80.57,314.48
,318.72,20.46,27.34,12.52,0.39,22.79,0.25,1.43,1,40.52,-80.57,314.48
10.02,309.59,21.9,21.86,10.31,0.41,52.19,0.2,1.39,1,38.68,-79.35,787.86
10.02,309.59,21.9,21.86,10.31,0.4,15.32,0.23,1.44,1,38.68,-79.35,787.86
10.02,309.59,21.9,21.86,10.31,0.39,38.99,0.12,1.36,1,38.68,-79.35,787.86
12.68,353.67,21.41,25.99,12.14,0.4,14.21,0.3,1.39,1,39.61,-80.64,352.17
12.68,353.67,21.41,25.99,12.14,0.43,24.74,0.24,1.38,1,39.61,-80.64,352.17
12.68,317.49,21.01,26.82,12.32,0.4,14.21,0.3,1.39,1,39.61,-80.64,352.17
12.99,406.43,21.9,25.8,11.61,0.41,16.96,0.23,1.4,1,39.27,-80.71,326.76
12.99,406.43,21.9,25.8,11.61,0.4,14.98,0.27,1.43,1,39.27,-80.71,326.76
12.99,406.43,21.9,25.8,11.61,0.39,30.58,0.23,1.46,1,39.27,-80.71,326.76
14.06,322.03,21.87,26.43,12.09,0.38,15.53,0.26,1.44,1,39.28,-80.38,362.5
14.06,322.03,21.87,26.43,12.09,0.41,16.88,0.26,1.41,1,39.28,-80.38,362.5
14.06,425.52,21.86,26.65,11.67,0.4,15.55,0.25,1.46,1,39.28,-80.38,362.5
,338.42,22.61,21.08,10.28,0.4,10.47,0.25,1.5,1,38.41,-78.28,302.92
,338.42,22.61,21.08,10.28,0.39,72.89,0.18,1.43,1,38.41,-78.28,302.92
,323.59,22.47,27.14,14.55,0.4,10.47,0.25,1.5,1,38.41,-78.28,302.92
,272.69,22.74,25.97,12.55,0.45,29.12,0.36,1.38,1,37.79,-78.89,336.62
